from;to;value
Тыва;Еврейская АО;0,75354015860647
Тюменская обл.;Еврейская АО;0,981669628859021
Удмуртия;Еврейская АО;0,92019740301824
Ульяновская обл.;Еврейская АО;0,973889431709388
Хабаровский край;Еврейская АО;0,949313587242126
Хакасия;Еврейская АО;0,871810204544536
ХМАО – Югра;Еврейская АО;0,914740903695673
Челябинская обл.;Еврейская АО;0,972413823935696
Чечня;Еврейская АО;0,922636439053911
Чувашия;Еврейская АО;0,927310367576986
Чукотский АО;Еврейская АО;0,654746781378441
Ямало-Ненецкий АО;Еврейская АО;0,971216210363098
Ярославская обл.;Еврейская АО;0,968667153876593
Адыгея;Забайкальский край;0,559312114487958
Алтай;Забайкальский край;0,823451490383165
Алтайский край;Забайкальский край;0,791501151061623
Амурская обл.;Забайкальский край;0,757149515165283
Архангельская обл.;Забайкальский край;0,704494489765844
Астраханская обл.;Забайкальский край;0,635488669743177
Башкортостан;Забайкальский край;0,505435156370945
Белгородская обл.;Забайкальский край;0,552394777820792
Брянская обл.;Забайкальский край;0,959183155862028
Бурятия;Забайкальский край;0,58025185023401
Владимирская обл.;Забайкальский край;0,962920638686023
Волгоградская обл.;Забайкальский край;0,567293396604629
Вологодская обл.;Забайкальский край;0,762003848274405
Воронежская обл.;Забайкальский край;0,720398794078911
Дагестан;Забайкальский край;0,861580238475363
Еврейская АО;Забайкальский край;0,680080372180816
Забайкальский край;Забайкальский край;1
Ивановская обл.;Забайкальский край;0,593539875717313
Ингушетия;Забайкальский край;0,534545658363269
Иркутская обл.;Забайкальский край;0,73588198259948
Кабардино-Балкария;Забайкальский край;0,635959280139687
Калининградская обл.;Забайкальский край;0,896002811458796
Калмыкия;Забайкальский край;0,813609108468716
Калужская обл.;Забайкальский край;0,802303277357833
Камчатский край;Забайкальский край;0,815603385726778
Карачаево-Черкессия;Забайкальский край;0,710389620194729
Карелия;Забайкальский край;0,948397307885822
Кемеровская обл.;Забайкальский край;0,879253630366043
Кировская обл.;Забайкальский край;0,660086084447484
Коми;Забайкальский край;0,901848846240866
Костромская обл.;Забайкальский край;0,934003261523638
Краснодарский край;Забайкальский край;0,731860223135875
Красноярский край;Забайкальский край;0,776198599912056
Крым;Забайкальский край;0,922630831500592
Курганская обл.;Забайкальский край;0,641940333408721
Курская обл.;Забайкальский край;0,818306000296697
Ленинградская обл.;Забайкальский край;0,912518744358133
Липецкая обл.;Забайкальский край;0,666494330556966
Магаданская обл.;Забайкальский край;0,756315858551178
Марий Эл;Забайкальский край;0,775083343299903
Мордовия;Забайкальский край;0,660912116823843
Москва;Забайкальский край;0,00372999938163307
Московская обл.;Забайкальский край;0,71884368699742
Мурманская обл.;Забайкальский край;0,97624940706961
Ненецкий АО;Забайкальский край;0,690470772891916
Нижегородская обл.;Забайкальский край;0,890450805845774
Новгородская обл.;Забайкальский край;0,75859042588696
Новосибирская обл.;Забайкальский край;0,882863155258643
Омская обл.;Забайкальский край;0,715848564421489
Оренбургская обл.;Забайкальский край;0,687338457461828
Орловская обл.;Забайкальский край;0,81774391210558
Пензенская обл.;Забайкальский край;0,657655070856209
Пермский край;Забайкальский край;0,63578748811628
Приморский край;Забайкальский край;0,836277657659444
Псковская обл.;Забайкальский край;0,976651821678907
Ростовская обл.;Забайкальский край;0,447463175719758
Рязанская обл.;Забайкальский край;0,897755916294141
Самарская обл.;Забайкальский край;0,463883462476958
Санкт-Петербург;Забайкальский край;0,849288688533499
Саратовская обл.;Забайкальский край;0,635667212993647
Саха (Якутия);Забайкальский край;0,0698818620872833
Сахалинская обл.;Забайкальский край;0,753251830768978
Свердловская обл.;Забайкальский край;0,648371326969107
Севастополь;Забайкальский край;0,647213663952381
Северная Осетия;Забайкальский край;0,48551182843007
Смоленская обл.;Забайкальский край;0,838070114183046
Ставропольский край;Забайкальский край;0,492264387125397
Тамбовская обл.;Забайкальский край;0,801608245248505
Татарстан;Забайкальский край;0,675887138770672
Тверская обл.;Забайкальский край;0,941270832783253
Томская обл.;Забайкальский край;0,663181651694498
Тульская обл.;Забайкальский край;0,96420547244008
Тыва;Забайкальский край;0,880680170539359
Тюменская обл.;Забайкальский край;0,764472501557427
Удмуртия;Забайкальский край;0,439948778697755
Ульяновская обл.;Забайкальский край;0,540236251454435
Хабаровский край;Забайкальский край;0,835316236707532
Хакасия;Забайкальский край;0,930052706794112
ХМАО – Югра;Забайкальский край;0,866671339149427
Челябинская обл.;Забайкальский край;0,547536132726476
Чечня;Забайкальский край;0,642627976540434
Чувашия;Забайкальский край;0,487973391254272
Чукотский АО;Забайкальский край;0,503813777053972
Ямало-Ненецкий АО;Забайкальский край;0,791297659543161
Ярославская обл.;Забайкальский край;0,768524306731182
Адыгея;Ивановская обл.;0,987674985227304
Алтай;Ивановская обл.;0,479001711038032
Алтайский край;Ивановская обл.;0,952667547286443
Амурская обл.;Ивановская обл.;0,960171546119525
Архангельская обл.;Ивановская обл.;0,905365862399413
Астраханская обл.;Ивановская обл.;0,982859633397092
Башкортостан;Ивановская обл.;0,979060067235618
Белгородская обл.;Ивановская обл.;0,978598780001003
Брянская обл.;Ивановская обл.;0,397202396558434
Бурятия;Ивановская обл.;-0,259568828268215
Владимирская обл.;Ивановская обл.;0,721598651078747
Волгоградская обл.;Ивановская обл.;0,986087975603032
Вологодская обл.;Ивановская обл.;0,944830918293731
Воронежская обл.;Ивановская обл.;0,966160742000802
Дагестан;Ивановская обл.;0,904851526580796
Еврейская АО;Ивановская обл.;0,979521599997776
Забайкальский край;Ивановская обл.;0,593539875717313
Ивановская обл.;Ивановская обл.;1
Ингушетия;Ивановская обл.;0,981947813914685
Иркутская обл.;Ивановская обл.;0,965590338770534
Кабардино-Балкария;Ивановская обл.;0,988862884832551
Калининградская обл.;Ивановская обл.;0,787331567016179
Калмыкия;Ивановская обл.;0,92166310066017
Калужская обл.;Ивановская обл.;0,908508298362372
Камчатский край;Ивановская обл.;0,910988704988352
Карачаево-Черкессия;Ивановская обл.;0,945789405002711
Карелия;Ивановская обл.;0,704051275469497
Кемеровская обл.;Ивановская обл.;0,856540113938141
Кировская обл.;Ивановская обл.;0,673012355240052
Коми;Ивановская обл.;0,867679061915843
Костромская обл.;Ивановская обл.;0,775126078387434
Краснодарский край;Ивановская обл.;0,968796792805109
Красноярский край;Ивановская обл.;0,937216420285403
Крым;Ивановская обл.;0,806781184213409
Курганская обл.;Ивановская обл.;0,981551758459306
Курская обл.;Ивановская обл.;0,924880623185117
Ленинградская обл.;Ивановская обл.;0,843991277757688
Липецкая обл.;Ивановская обл.;0,951688233026964
Магаданская обл.;Ивановская обл.;0,935817555135161
Марий Эл;Ивановская обл.;0,951785165512354
Мордовия;Ивановская обл.;0,986090205344578
Москва;Ивановская обл.;-0,692210426245602
Московская обл.;Ивановская обл.;-0,083286291149053
Мурманская обл.;Ивановская обл.;0,669243714668667
Ненецкий АО;Ивановская обл.;0,811079652681597
Нижегородская обл.;Ивановская обл.;0,861254562525701
Новгородская обл.;Ивановская обл.;0,885759383176048
Новосибирская обл.;Ивановская обл.;0,834229683951698
Омская обл.;Ивановская обл.;0,976179629081974
Оренбургская обл.;Ивановская обл.;0,97978979480961
Орловская обл.;Ивановская обл.;0,813403755244044
Пензенская обл.;Ивановская обл.;0,977692415949274
Пермский край;Ивановская обл.;0,990843558242212
Приморский край;Ивановская обл.;0,921547679250407
Псковская обл.;Ивановская обл.;0,634696288587735
Ростовская обл.;Ивановская обл.;0,977992279481797
Рязанская обл.;Ивановская обл.;0,828461989558246
Самарская обл.;Ивановская обл.;0,965103386947202
Санкт-Петербург;Ивановская обл.;0,512026028268969
Саратовская обл.;Ивановская обл.;0,979160405857273
Саха (Якутия);Ивановская обл.;0,793255236704856
Сахалинская обл.;Ивановская обл.;0,918529877095538
Свердловская обл.;Ивановская обл.;0,984750350748479
Севастополь;Ивановская обл.;0,890654260346452
Северная Осетия;Ивановская обл.;0,982919410770496
Смоленская обл.;Ивановская обл.;0,21669545378576
Ставропольский край;Ивановская обл.;0,983058070112847
Тамбовская обл.;Ивановская обл.;0,905694732916135
Татарстан;Ивановская обл.;0,920367229756306
Тверская обл.;Ивановская обл.;0,769305203688728
Томская обл.;Ивановская обл.;0,957145127628457
Тульская обл.;Ивановская обл.;0,571180274907971
Тыва;Ивановская обл.;0,66734819765577
Тюменская обл.;Ивановская обл.;0,960771970468223
Удмуртия;Ивановская обл.;0,959562695132363
Ульяновская обл.;Ивановская обл.;0,987926863725676
Хабаровский край;Ивановская обл.;0,910864905847061
Хакасия;Ивановская обл.;0,816587735974741
ХМАО – Югра;Ивановская обл.;0,859520521517404
Челябинская обл.;Ивановская обл.;0,991697051553128
Чечня;Ивановская обл.;0,927718614838758
Чувашия;Ивановская обл.;0,969359372882014
Чукотский АО;Ивановская обл.;0,631098292586137
Ямало-Ненецкий АО;Ивановская обл.;0,946603588815823
Ярославская обл.;Ивановская обл.;0,943224287219248
Адыгея;Ингушетия;0,968114599966305
Алтай;Ингушетия;0,422084526650752
Алтайский край;Ингушетия;0,92411506941345
Амурская обл.;Ингушетия;0,92437176530707
Архангельская обл.;Ингушетия;0,898555455039182
Астраханская обл.;Ингушетия;0,969908795688858
Башкортостан;Ингушетия;0,984087870221047
Белгородская обл.;Ингушетия;0,964938744325379
Брянская обл.;Ингушетия;0,341760031458227
Бурятия;Ингушетия;-0,328068973196555
Владимирская обл.;Ингушетия;0,678333521566476
Волгоградская обл.;Ингушетия;0,985130444709598
Вологодская обл.;Ингушетия;0,932088871514001
Воронежская обл.;Ингушетия;0,949739332881544
Дагестан;Ингушетия;0,868960671797161
Еврейская АО;Ингушетия;0,961442817956875
Забайкальский край;Ингушетия;0,534545658363269
Ивановская обл.;Ингушетия;0,981947813914685
Ингушетия;Ингушетия;1
Иркутская обл.;Ингушетия;0,951368861703734
Кабардино-Балкария;Ингушетия;0,967357104008268
Калининградская обл.;Ингушетия;0,763951385927523
Калмыкия;Ингушетия;0,893310538776717
Калужская обл.;Ингушетия;0,873161407854572
Камчатский край;Ингушетия;0,870022477426654
Карачаево-Черкессия;Ингушетия;0,921178374820078
Карелия;Ингушетия;0,66721523852252
Кемеровская обл.;Ингушетия;0,808110266676329
Кировская обл.;Ингушетия;0,59464504411954
Коми;Ингушетия;0,829893983799949
Костромская обл.;Ингушетия;0,710298098615633
Краснодарский край;Ингушетия;0,94609329977883
Красноярский край;Ингушетия;0,91569469838096
Крым;Ингушетия;0,754792772066886
Курганская обл.;Ингушетия;0,97181095800805
Курская обл.;Ингушетия;0,902886941355061
Ленинградская обл.;Ингушетия;0,804585858656922
Липецкая обл.;Ингушетия;0,934638097093106
Магаданская обл.;Ингушетия;0,909290779680169
Марий Эл;Ингушетия;0,930967496295404
Мордовия;Ингушетия;0,964700616621408
Москва;Ингушетия;-0,74064293676746
Московская обл.;Ингушетия;-0,142699711140166
Мурманская обл.;Ингушетия;0,612465471594658
Ненецкий АО;Ингушетия;0,781203011383175
Нижегородская обл.;Ингушетия;0,810191626528012
Новгородская обл.;Ингушетия;0,876251193583522
Новосибирская обл.;Ингушетия;0,776779734063737
Омская обл.;Ингушетия;0,957943422448583
Оренбургская обл.;Ингушетия;0,957576233872359
Орловская обл.;Ингушетия;0,773923612213459
Пензенская обл.;Ингушетия;0,970669755343109
Пермский край;Ингушетия;0,977577337117546
Приморский край;Ингушетия;0,892356981824644
Псковская обл.;Ингушетия;0,590280708043338
Ростовская обл.;Ингушетия;0,973204695212897
Рязанская обл.;Ингушетия;0,804393054971084
Самарская обл.;Ингушетия;0,948945241939812
Санкт-Петербург;Ингушетия;0,44280744378157
Саратовская обл.;Ингушетия;0,962056218033572
Саха (Якутия);Ингушетия;0,799016357829611
Сахалинская обл.;Ингушетия;0,871554718259511
Свердловская обл.;Ингушетия;0,972470695572196
Севастополь;Ингушетия;0,846451765049881
Северная Осетия;Ингушетия;0,985218913861873
Смоленская обл.;Ингушетия;0,188880195649819
Ставропольский край;Ингушетия;0,979328459069845
Тамбовская обл.;Ингушетия;0,880593860147919
Татарстан;Ингушетия;0,904954680074569
Тверская обл.;Ингушетия;0,710527010692338
Томская обл.;Ингушетия;0,925659290114706
Тульская обл.;Ингушетия;0,51097423248191
Тыва;Ингушетия;0,624793359814872
Тюменская обл.;Ингушетия;0,93159615639566
Удмуртия;Ингушетия;0,966880451424079
Ульяновская обл.;Ингушетия;0,986155215745128
Хабаровский край;Ингушетия;0,890151313706566
Хакасия;Ингушетия;0,76667020504976
ХМАО – Югра;Ингушетия;0,81890489581102
Челябинская обл.;Ингушетия;0,988705538343136
Чечня;Ингушетия;0,916733600467373
Чувашия;Ингушетия;0,94737048143203
Чукотский АО;Ингушетия;0,617312300623303
Ямало-Ненецкий АО;Ингушетия;0,91487621870156
Ярославская обл.;Ингушетия;0,924185503389702
Адыгея;Иркутская обл.;0,952650202854562
Алтай;Иркутская обл.;0,614494606796205
Алтайский край;Иркутская обл.;0,987993386358081
Амурская обл.;Иркутская обл.;0,975477340068217
Архангельская обл.;Иркутская обл.;0,924132761979131
Астраханская обл.;Иркутская обл.;0,980153373644982
Башкортостан;Иркутская обл.;0,946959959520107
Белгородская обл.;Иркутская обл.;0,956642057304982
Брянская обл.;Иркутская обл.;0,575934274035882
Бурятия;Иркутская обл.;-0,0793663216536981
Владимирская обл.;Иркутская обл.;0,843934671930721
Волгоградская обл.;Иркутская обл.;0,971270537200521
Вологодская обл.;Иркутская обл.;0,992736990875133
Воронежская обл.;Иркутская обл.;0,996135294213601
Дагестан;Иркутская обл.;0,962513082149663
Еврейская АО;Иркутская обл.;0,984689739751534
Забайкальский край;Иркутская обл.;0,73588198259948
Ивановская обл.;Иркутская обл.;0,965590338770534
Ингушетия;Иркутская обл.;0,951368861703734
Иркутская обл.;Иркутская обл.;1
Кабардино-Балкария;Иркутская обл.;0,972907935715149
Калининградская обл.;Иркутская обл.;0,905602531187825
Калмыкия;Иркутская обл.;0,978247106441465
Калужская обл.;Иркутская обл.;0,960477038197004
Камчатский край;Иркутская обл.;0,949563982794393
Карачаево-Черкессия;Иркутская обл.;0,97296709882928
Карелия;Иркутская обл.;0,82270558694575
Кемеровская обл.;Иркутская обл.;0,925408592076411
Кировская обл.;Иркутская обл.;0,669472813696565
Коми;Иркутская обл.;0,947465460963696
Костромская обл.;Иркутская обл.;0,854557315016746
Краснодарский край;Иркутская обл.;0,989470782395362
Красноярский край;Иркутская обл.;0,981665329739344
Крым;Иркутская обл.;0,882394522069726
Курганская обл.;Иркутская обл.;0,985369908652507
Курская обл.;Иркутская обл.;0,984155019482149
Ленинградская обл.;Иркутская обл.;0,930340182823563
Липецкая обл.;Иркутская обл.;0,965992758333942
Магаданская обл.;Иркутская обл.;0,974411569257284
Марий Эл;Иркутская обл.;0,989552799947317
Мордовия;Иркутская обл.;0,980684640414294
Москва;Иркутская обл.;-0,593813947024023
Московская обл.;Иркутская обл.;0,106044448563374
Мурманская обл.;Иркутская обл.;0,806232405293649
Ненецкий АО;Иркутская обл.;0,871494012166898
Нижегородская обл.;Иркутская обл.;0,930896422141494
Новгородская обл.;Иркутская обл.;0,957791598922554
Новосибирская обл.;Иркутская обл.;0,897528751631088
Омская обл.;Иркутская обл.;0,992939913509077
Оренбургская обл.;Иркутская обл.;0,980614863487503
Орловская обл.;Иркутская обл.;0,842135019208018
Пензенская обл.;Иркутская обл.;0,989421522519046
Пермский край;Иркутская обл.;0,98378391429062
Приморский край;Иркутская обл.;0,98218049700563
Псковская обл.;Иркутская обл.;0,779932186315787
Ростовская обл.;Иркутская обл.;0,916253726746484
Рязанская обл.;Иркутская обл.;0,931118969386184
Самарская обл.;Иркутская обл.;0,908958062651733
Санкт-Петербург;Иркутская обл.;0,647277475286545
Саратовская обл.;Иркутская обл.;0,980843115170599
Саха (Якутия);Иркутская обл.;0,666953687918495
Сахалинская обл.;Иркутская обл.;0,9344796622345
Свердловская обл.;Иркутская обл.;0,985156087223164
Севастополь;Иркутская обл.;0,839980260075958
Северная Осетия;Иркутская обл.;0,9403493974034
Смоленская обл.;Иркутская обл.;0,418989953017684
Ставропольский край;Иркутская обл.;0,939602443847866
Тамбовская обл.;Иркутская обл.;0,96552049341652
Татарстан;Иркутская обл.;0,958809799926806
Тверская обл.;Иркутская обл.;0,871566782529744
Томская обл.;Иркутская обл.;0,948049891174891
Тульская обл.;Иркутская обл.;0,697945172481929
Тыва;Иркутская обл.;0,790675984383181
Тюменская обл.;Иркутская обл.;0,989708749656987
Удмуртия;Иркутская обл.;0,904999067293189
Ульяновская обл.;Иркутская обл.;0,958915431062654
Хабаровский край;Иркутская обл.;0,976491690527309
Хакасия;Иркутская обл.;0,897798178228039
ХМАО – Югра;Иркутская обл.;0,93892598552934
Челябинская обл.;Иркутская обл.;0,960250569824915
Чечня;Иркутская обл.;0,905741372873789
Чувашия;Иркутская обл.;0,901762050908501
Чукотский АО;Иркутская обл.;0,662302814521459
Ямало-Ненецкий АО;Иркутская обл.;0,979323499204222
Ярославская обл.;Иркутская обл.;0,990309583504225
Адыгея;Кабардино-Балкария;0,983893201766891
Алтай;Кабардино-Балкария;0,536298572145656
Алтайский край;Кабардино-Балкария;0,966962700613016
Амурская обл.;Кабардино-Балкария;0,967959347517737
Архангельская обл.;Кабардино-Балкария;0,880000644870556
Астраханская обл.;Кабардино-Балкария;0,986011886841762
Башкортостан;Кабардино-Балкария;0,959704653987231
Белгородская обл.;Кабардино-Балкария;0,97783671174624
Брянская обл.;Кабардино-Балкария;0,447596931861646
Бурятия;Кабардино-Балкария;-0,210113603164727
Владимирская обл.;Кабардино-Балкария;0,745854887953043
Волгоградская обл.;Кабардино-Балкария;0,977922163864203
Вологодская обл.;Кабардино-Балкария;0,948937663000251
Воронежская обл.;Кабардино-Балкария;0,97263723402602
Дагестан;Кабардино-Балкария;0,928308536206036
Еврейская АО;Кабардино-Балкария;0,983332073475229
Забайкальский край;Кабардино-Балкария;0,635959280139687
Ивановская обл.;Кабардино-Балкария;0,988862884832551
Ингушетия;Кабардино-Балкария;0,967357104008268
Иркутская обл.;Кабардино-Балкария;0,972907935715149
Кабардино-Балкария;Кабардино-Балкария;1
Калининградская обл.;Кабардино-Балкария;0,81413404176341
Калмыкия;Кабардино-Балкария;0,95201507015231
Калужская обл.;Кабардино-Балкария;0,946363843261152
Камчатский край;Кабардино-Балкария;0,923688913341676
Карачаево-Черкессия;Кабардино-Балкария;0,972769895745956
Карелия;Кабардино-Балкария;0,721572048184057
Кемеровская обл.;Кабардино-Балкария;0,880916257580301
Кировская обл.;Кабардино-Балкария;0,67152125606419
Коми;Кабардино-Балкария;0,887196234865036
Костромская обл.;Кабардино-Балкария;0,82248763216326
Краснодарский край;Кабардино-Балкария;0,977992349057227
Красноярский край;Кабардино-Балкария;0,964348769574199
Крым;Кабардино-Балкария;0,847283318349686
Курганская обл.;Кабардино-Балкария;0,989138131055799
Курская обл.;Кабардино-Балкария;0,94051958501337
Ленинградская обл.;Кабардино-Балкария;0,877039933543954
Липецкая обл.;Кабардино-Балкария;0,977153319985391
Магаданская обл.;Кабардино-Балкария;0,948661646385009
Марий Эл;Кабардино-Балкария;0,955835583837448
Мордовия;Кабардино-Балкария;0,986833843763008
Москва;Кабардино-Балкария;-0,678550394943283
Московская обл.;Кабардино-Балкария;-0,0340618701394595
Мурманская обл.;Кабардино-Балкария;0,719877971011565
Ненецкий АО;Кабардино-Балкария;0,812740845288588
Нижегородская обл.;Кабардино-Балкария;0,892930572425077
Новгородская обл.;Кабардино-Балкария;0,916870532154676
Новосибирская обл.;Кабардино-Балкария;0,861448535497509
Омская обл.;Кабардино-Балкария;0,974864604492684
Оренбургская обл.;Кабардино-Балкария;0,972571328498516
Орловская обл.;Кабардино-Балкария;0,799660728714564
Пензенская обл.;Кабардино-Балкария;0,982976130529829
Пермский край;Кабардино-Балкария;0,986608091219593
Приморский край;Кабардино-Балкария;0,93633549878918
Псковская обл.;Кабардино-Балкария;0,663651721839342
Ростовская обл.;Кабардино-Балкария;0,955519602628591
Рязанская обл.;Кабардино-Балкария;0,856892808109623
Самарская обл.;Кабардино-Балкария;0,948383131145502
Санкт-Петербург;Кабардино-Балкария;0,569691432708776
Саратовская обл.;Кабардино-Балкария;0,987066886345807
Саха (Якутия);Кабардино-Балкария;0,75854177174579
Сахалинская обл.;Кабардино-Балкария;0,935923124036953
Свердловская обл.;Кабардино-Балкария;0,985488545041679
Севастополь;Кабардино-Балкария;0,896196602644033
Северная Осетия;Кабардино-Балкария;0,972472672686253
Смоленская обл.;Кабардино-Балкария;0,24846883715588
Ставропольский край;Кабардино-Балкария;0,968875837542008
Тамбовская обл.;Кабардино-Балкария;0,91622704882453
Татарстан;Кабардино-Балкария;0,932098930561153
Тверская обл.;Кабардино-Балкария;0,808740813709818
Томская обл.;Кабардино-Балкария;0,977116433151183
Тульская обл.;Кабардино-Балкария;0,605117110800098
Тыва;Кабардино-Балкария;0,738808643621274
Тюменская обл.;Кабардино-Балкария;0,978785568027523
Удмуртия;Кабардино-Балкария;0,920974611014901
Ульяновская обл.;Кабардино-Балкария;0,980983452757711
Хабаровский край;Кабардино-Балкария;0,918062233050851
Хакасия;Кабардино-Балкария;0,854914341157472
ХМАО – Югра;Кабардино-Балкария;0,899684826214443
Челябинская обл.;Кабардино-Балкария;0,977414475586141
Чечня;Кабардино-Балкария;0,943852908963661
Чувашия;Кабардино-Балкария;0,957211025660057
Чукотский АО;Кабардино-Балкария;0,638565097786658
Ямало-Ненецкий АО;Кабардино-Балкария;0,969308286046245
Ярославская обл.;Кабардино-Балкария;0,953653427665395
Адыгея;Калининградская обл.;0,768312921268675
Алтай;Калининградская обл.;0,736332101196436
Алтайский край;Калининградская обл.;0,922731647143463
Амурская обл.;Калининградская обл.;0,892440580016364
Архангельская обл.;Калининградская обл.;0,859642298505233
Астраханская обл.;Калининградская обл.;0,843735387407442
Башкортостан;Калининградская обл.;0,76651253631026
Белгородская обл.;Калининградская обл.;0,791017196325655
Брянская обл.;Калининградская обл.;0,822489513388012
Бурятия;Калининградская обл.;0,293333390078452
Владимирская обл.;Калининградская обл.;0,945811915432138
Волгоградская обл.;Калининградская обл.;0,807898317198931
Вологодская обл.;Калининградская обл.;0,923139859399541
Воронежская обл.;Калининградская обл.;0,906843123113911
Дагестан;Калининградская обл.;0,931357684834751
Еврейская АО;Калининградская обл.;0,857112990536298
Забайкальский край;Калининградская обл.;0,896002811458796
Ивановская обл.;Калининградская обл.;0,787331567016179
Ингушетия;Калининградская обл.;0,763951385927523
Иркутская обл.;Калининградская обл.;0,905602531187825
Кабардино-Балкария;Калининградская обл.;0,81413404176341
Калининградская обл.;Калининградская обл.;1
Калмыкия;Калининградская обл.;0,929911887813534
Калужская обл.;Калининградская обл.;0,904519174360353
Камчатский край;Калининградская обл.;0,913335144960742
Карачаево-Черкессия;Калининградская обл.;0,872837626893218
Карелия;Калининградская обл.;0,927498664498828
Кемеровская обл.;Калининградская обл.;0,949565261618972
Кировская обл.;Калининградская обл.;0,687995302680832
Коми;Калининградская обл.;0,962658889894594
Костромская обл.;Калининградская обл.;0,892409398043812
Краснодарский край;Калининградская обл.;0,890460814480009
Красноярский край;Калининградская обл.;0,91329742374194
Крым;Калининградская обл.;0,902621403449508
Курганская обл.;Калининградская обл.;0,84081900545332
Курская обл.;Калининградская обл.;0,935723016866858
Ленинградская обл.;Калининградская обл.;0,947539415329366
Липецкая обл.;Калининградская обл.;0,841661264952861
Магаданская обл.;Калининградская обл.;0,891509456449488
Марий Эл;Калининградская обл.;0,914267573911519
Мордовия;Калининградская обл.;0,848147049017433
Москва;Калининградская обл.;-0,286638542366573
Московская обл.;Калининградская обл.;0,453458285812134
Мурманская обл.;Калининградская обл.;0,922574144738505
Ненецкий АО;Калининградская обл.;0,840296615250963
Нижегородская обл.;Калининградская обл.;0,928302798086166
Новгородская обл.;Калининградская обл.;0,924918462764288
Новосибирская обл.;Калининградская обл.;0,931926679466691
Омская обл.;Калининградская обл.;0,891103127253488
Оренбургская обл.;Калининградская обл.;0,85743374624118
Орловская обл.;Калининградская обл.;0,800786171378823
Пензенская обл.;Калининградская обл.;0,864659119172523
Пермский край;Калининградская обл.;0,834822449035698
Приморский край;Калининградская обл.;0,951106282378296
Псковская обл.;Калининградская обл.;0,931975539984097
Ростовская обл.;Калининградская обл.;0,684533293520991
Рязанская обл.;Калининградская обл.;0,958380523611695
Самарская обл.;Калининградская обл.;0,694852368966458
Санкт-Петербург;Калининградская обл.;0,767504991916647
Саратовская обл.;Калининградская обл.;0,839297287290067
Саха (Якутия);Калининградская обл.;0,34869896154022
Сахалинская обл.;Калининградская обл.;0,875872438841868
Свердловская обл.;Калининградская обл.;0,85758088018663
Севастополь;Калининградская обл.;0,66862773770543
Северная Осетия;Калининградская обл.;0,735938278321384
Смоленская обл.;Калининградская обл.;0,724448511284696
Ставропольский край;Калининградская обл.;0,742510648717102
Тамбовская обл.;Калининградская обл.;0,944666631384211
Татарстан;Калининградская обл.;0,873519119602768
Тверская обл.;Калининградская обл.;0,952231260353607
Томская обл.;Калининградская обл.;0,820599093853676
Тульская обл.;Калининградская обл.;0,871936662932347
Тыва;Калининградская обл.;0,877907881082487
Тюменская обл.;Калининградская обл.;0,89987932075541
Удмуртия;Калининградская обл.;0,693133911615924
Ульяновская обл.;Калининградская обл.;0,778572015076649
Хабаровский край;Калининградская обл.;0,95901762071323
Хакасия;Калининградская обл.;0,926097645793394
ХМАО – Югра;Калининградская обл.;0,950180587281024
Челябинская обл.;Калининградская обл.;0,776170249892381
Чечня;Калининградская обл.;0,736777910902244
Чувашия;Калининградская обл.;0,689164749272081
Чукотский АО;Калининградская обл.;0,61704373567684
Ямало-Ненецкий АО;Калининградская обл.;0,897898503543608
Ярославская обл.;Калининградская обл.;0,925606166237885
Адыгея;Калмыкия;0,910881981444024
Алтай;Калмыкия;0,706482333978575
Алтайский край;Калмыкия;0,985117212239046
Амурская обл.;Калмыкия;0,964657702988948
Архангельская обл.;Калмыкия;0,868212549659776
Астраханская обл.;Калмыкия;0,946703535489399
Башкортостан;Калмыкия;0,878210986857237
Белгородская обл.;Калмыкия;0,91507630433903
Брянская обл.;Калмыкия;0,673453223441808
Бурятия;Калмыкия;0,0470498104926668
Владимирская обл.;Калмыкия;0,882303742526043
Волгоградская обл.;Калмыкия;0,919493264525559
Вологодская обл.;Калмыкия;0,974126538303107
Воронежская обл.;Калмыкия;0,974102629912432
Дагестан;Калмыкия;0,979995658568012
Еврейская АО;Калмыкия;0,960604456371438
Забайкальский край;Калмыкия;0,813609108468716
Ивановская обл.;Калмыкия;0,92166310066017
Ингушетия;Калмыкия;0,893310538776717
Иркутская обл.;Калмыкия;0,978247106441465
Кабардино-Балкария;Калмыкия;0,95201507015231
Калининградская обл.;Калмыкия;0,929911887813534
Калмыкия;Калмыкия;1
Калужская обл.;Калмыкия;0,989596716983515
Камчатский край;Калмыкия;0,947127054352901
Карачаево-Черкессия;Калмыкия;0,975543194741113
Карелия;Калмыкия;0,855307108551792
Кемеровская обл.;Калмыкия;0,945174463414918
Кировская обл.;Калмыкия;0,680601049979279
Коми;Калмыкия;0,967584093692285
Костромская обл.;Калмыкия;0,923570456952437
Краснодарский край;Калмыкия;0,97520003252364
Красноярский край;Калмыкия;0,992934832237958
Крым;Калмыкия;0,940133755863877
Курганская обл.;Калмыкия;0,959214056491118
Курская обл.;Калмыкия;0,986209694095578
Ленинградская обл.;Калмыкия;0,969076763559973
Липецкая обл.;Калмыкия;0,965892675818484
Магаданская обл.;Калмыкия;0,969092419816962
Марий Эл;Калмыкия;0,974588880260816
Мордовия;Калмыкия;0,947078509776626
Москва;Калмыкия;-0,506182954989834
Московская обл.;Калмыкия;0,221964414278862
Мурманская обл.;Калмыкия;0,883781251125187
